,0.Event.text,0.Event.words,0.Event.keywords,0.Date.text,0.Date.words,0.Date.keywords,1.Event.text,1.Event.words,1.Event.keywords,1.Date.text,1.Date.words,1.Date.keywords,2.Event.text,2.Event.words,2.Event.keywords,2.Date.text,2.Date.words,2.Date.keywords
0,The Bolshevik Revolution in Russia  ‘The First World Warhad adisastrouseffecton the  Russian economy. Agitations and anger against  the royal family seemed to grow unchecked. By  March 1917 the streets of Petrograd had hordes  of people demanding peace and bread.,"['The Bolshevik Revolution', 'in', 'Russia', ' ', '‘', 'The First World Warhad', 'adisastrouseffecton', 'the  Russian economy', '.', 'Agitations', 'and', 'anger', 'against', ' ', 'the royal family', 'seemed', 'to', 'grow', 'unchecked', '.', 'By', ' ', 'March 1917', 'the streets', 'of', 'Petrograd', 'had', 'hordes', ' ', 'of', 'people', 'demanding', 'peace', 'and', 'bread', '.']","['the', 'bolshevik', 'revolution', 'the', 'first', 'world', 'warhad', 'russian', 'march', '1917', 'petrograd']",March 1917,['March 1917'],"['march', '1917']","By the  end of March, the Czar had been abdicated  and the Soviets had taken over. But the true  revolution occurred when Lenin and his fellow  Bolsheviks took over power from the unpopular  provincial government. Lenin negotiated peace  with Germany and left the war arena.      Depiction of Bolshevik Revolution by an artist          The American Entry into the War    When the War broke out in Europe, the USA had decided to remain neutral as it felt it was  a European war which had nothing to do with it.","['By', 'the  end of March', ',', 'the Czar', 'had', 'been', 'abdicated', ' ', 'and', 'the Soviets', 'had', 'taken', 'over', '.', 'But', 'the true  revolution', 'occurred', 'when', 'Lenin', 'and', 'his fellow  Bolsheviks', 'took', 'over', 'power', 'from', 'the unpopular  provincial government', '.', 'Lenin', 'negotiated', 'peace', ' ', 'with', 'Germany', 'and', 'left', 'the war arena', '.', '     Depiction', 'of', 'Bolshevik Revolution', 'by', 'an artist', '         ', 'The American Entry', 'into', 'the War    When the War', 'broke', 'out', 'in', 'Europe', ',', 'the USA', 'had', 'decided', 'to', 'remain', 'neutral', 'as', 'it', 'felt', 'it', 'was', ' ', 'a European war', 'which', 'had', 'nothing', 'to', 'do', 'with', 'it', '.']","['the', ' ', 'end', 'of', 'march', 'czar', 'soviets', 'lenin', 'lenin', 'germany', 'the', 'american', 'entry', 'the', 'war', '   ', 'when', 'the', 'war', 'usa']",the  end of March,['the  end of March'],"['the', ' ', 'end', 'of', 'march']","But Germany in an  attempt to break the British power decided to use its navy to isolate Britain. The German  submarines began to attack all merchant ships that crossed the Atlantic.    In early 1917, the German U-boats sank the Lusitania which had a number of Americans on  board. USA broke-off diplomatic relations with Germany, and when it intercepted a message from Germany urging Mexico to join the war and reclaim land that it had lost to America,  it decided to declare war on Germany. These events changed the outcome of the war. Fresh  enthusiastic American troops helped boost the morale of the Allies and push the war in  their favour.    THE EFFECTS AND CONSEQUENCES OF THE WAR    Military Casualties    The ‘Great War’, which began on July 28, 1914 and ended with the German armistice of  November 11, 1918, had resulted in a vast number of casualties and deaths and similarly vast  numbers of missing soldiers.","['But', 'Germany', 'in', 'an  attempt', 'to', 'break', 'the British power', 'decided', 'to', 'use', 'its navy', 'to', 'isolate', 'Britain', '.', 'The German  submarines', 'began', 'to', 'attack', 'all merchant ships', 'that', 'crossed', 'the Atlantic', '.', '   ', 'In', 'early 1917', ',', 'the German U-boats', 'sank', 'the Lusitania', 'which', 'had', 'a number', 'of', 'Americans', 'on', ' board', '.', 'USA', 'broke', '-', 'off', 'diplomatic relations', 'with', 'Germany', ',', 'and', 'when', 'it', 'intercepted', 'a message', 'from', 'Germany', 'urging', 'Mexico', 'to', 'join', 'the war', 'and', 'reclaim', 'land', 'that', 'it', 'had', 'lost', 'to', 'America', ',', ' ', 'it', 'decided', 'to', 'declare', 'war', 'on', 'Germany', '.', 'These events', 'changed', 'the outcome', 'of', 'the war', '.', 'Fresh  enthusiastic American troops', 'helped', 'boost', 'the morale', 'of', 'the Allies', 'and', 'push', 'the war', 'in', ' ', 'their favour', '.', '   ', 'THE EFFECTS', 'AND', 'CONSEQUENCES', 'OF', 'THE WAR', '   ', 'Military', 'Casualties', '   ', 'The ‘Great War’', ',', 'which', 'began', 'on', 'July 28, 1914', 'and', 'ended', 'with', 'the German armistice', 'of', ' ', 'November 11, 1918', ',', 'had', 'resulted', 'in', 'a vast number', 'of', 'casualties', 'and', 'deaths', 'and', 'similarly vast  numbers', 'of', 'missing soldiers', '.']","['germany', 'british', 'britain', 'german', 'early', '1917', 'german', 'lusitania', 'americans', 'germany', 'germany', 'mexico', 'america', 'germany', 'american', 'the', '‘', 'great', 'war', '’', 'july', '28', ',', '1914', 'german', 'november', '11', ',', '1918']","early 1917, July 28, 1914, November 11, 1918","['early 1917, July 28, 1914,', 'November', '11', ',', '1918']","['early', '1917', ',', 'july', '28', ',', '1914', ',']"
